trade_id,signal_type,zone_name,entry_time,entry_price,target_price,exit_time,exit_price,exit_type,pnl,hold_duration,entry_date,exit_date,entry_hour,exit_hour
25,BUY,res1,2024-01-12T09:33:00,16714.05,16789.05,2024-01-12T09:42:00,16683.95,STOP_LOSS,-30.1,9.0,2024-01-12,2024-01-12,09:33,09:42
26,SELL,res1,2024-01-12T09:47:00,16681.05,16606.05,2024-01-12T15:28:00,16724.35,STOP_LOSS,-43.3,341.0,2024-01-12,2024-01-12,09:47,15:28
27,BUY,res1,2024-01-12T15:28:00,16721.95,16796.95,2024-01-12T16:30:00,16710.35,FORCE_EXIT,-11.6,62.0,2024-01-12,2024-01-12,15:28,16:30
28,SELL,sup1,2024-01-15T09:35:00,16688.55,16613.55,2024-01-15T14:11:00,16614.95,TARGET,73.6,276.0,2024-01-15,2024-01-15,09:35,14:11
29,SELL,sup1,2024-01-15T14:56:00,16630.65,16555.65,2024-01-15T16:30:00,16637.95,FORCE_EXIT,-7.3,94.0,2024-01-15,2024-01-15,14:56,16:30
30,BUY,res1,2024-01-16T12:50:00,16537.75,16612.75,2024-01-16T15:05:00,16518.85,STOP_LOSS,-18.9,135.0,2024-01-16,2024-01-16,12:50,15:05
31,SELL,res1,2024-01-16T15:05:00,16520.75,16445.75,2024-01-16T16:30:00,16559.95,FORCE_EXIT,-39.2,85.0,2024-01-16,2024-01-16,15:05,16:30
32,SELL,sup1,2024-01-17T10:16:00,16361.05,16286.05,2024-01-17T10:52:00,16407.55,STOP_LOSS,-46.5,36.0,2024-01-17,2024-01-17,10:16,10:52
33,BUY,sup1,2024-01-17T10:52:00,16401.15,16476.15,2024-01-17T14:49:00,16368.95,STOP_LOSS,-32.2,237.0,2024-01-17,2024-01-17,10:52,14:49
34,SELL,sup1,2024-01-17T14:49:00,16376.05,16301.05,2024-01-17T16:30:00,16389.05,FORCE_EXIT,-13.0,101.0,2024-01-17,2024-01-17,14:49,16:30
35,BUY,res1,2024-01-18T09:00:00,16464.55,16539.55,2024-01-18T12:46:00,16535.65,TARGET,71.1,226.0,2024-01-18,2024-01-18,09:00,12:46
36,SELL,res1,2024-01-18T14:25:00,16555.35,16480.35,2024-01-18T16:30:00,16554.55,FORCE_EXIT,0.8,125.0,2024-01-18,2024-01-18,14:25,16:30
37,BUY,res1,2024-01-19T09:00:00,16627.05,16702.05,2024-01-19T15:30:00,16537.15,STOP_LOSS,-89.9,390.0,2024-01-19,2024-01-19,09:00,15:30
38,SELL,sup1,2024-01-19T15:30:00,16546.55,16471.55,2024-01-19T16:30:00,16524.65,FORCE_EXIT,21.9,60.0,2024-01-19,2024-01-19,15:30,16:30
39,SELL,res1,2024-01-22T14:12:00,16620.75,16545.75,2024-01-22T15:16:00,16636.75,STOP_LOSS,-16.0,64.0,2024-01-22,2024-01-22,14:12,15:16
40,BUY,res1,2024-01-22T15:16:00,16633.85,16708.85,2024-01-22T16:30:00,16671.85,FORCE_EXIT,38.0,74.0,2024-01-22,2024-01-22,15:16,16:30
41,BUY,sup1,2024-01-23T11:30:00,16654.05,16729.05,2024-01-23T15:18:00,16643.85,STOP_LOSS,-10.2,228.0,2024-01-23,2024-01-23,11:30,15:18
42,SELL,res1,2024-01-23T15:18:00,16645.25,16570.25,2024-01-23T16:10:00,16677.75,STOP_LOSS,-32.5,52.0,2024-01-23,2024-01-23,15:18,16:10
43,SELL,res1,2024-01-24T10:47:00,16793.45,16718.45,2024-01-24T12:07:00,16822.65,STOP_LOSS,-29.2,80.0,2024-01-24,2024-01-24,10:47,12:07
44,BUY,res1,2024-01-24T12:07:00,16817.75,16892.75,2024-01-24T14:53:00,16891.65,TARGET,73.9,166.0,2024-01-24,2024-01-24,12:07,14:53
45,SELL,res1,2024-01-24T16:22:00,16882.55,16807.55,2024-01-24T16:30:00,16880.05,FORCE_EXIT,2.5,8.0,2024-01-24,2024-01-24,16:22,16:30
46,BUY,sup1,2024-01-25T09:33:00,16842.65,16917.65,2024-01-25T10:14:00,16830.25,STOP_LOSS,-12.4,41.0,2024-01-25,2024-01-25,09:33,10:14
47,SELL,sup1,2024-01-25T10:15:00,16830.75,16755.75,2024-01-25T10:50:00,16843.85,STOP_LOSS,-13.1,35.0,2024-01-25,2024-01-25,10:15,10:50
48,BUY,res1,2024-01-25T10:56:00,16852.75,16927.75,2024-01-25T11:07:00,16836.15,STOP_LOSS,-16.6,11.0,2024-01-25,2024-01-25,10:56,11:07
49,SELL,res1,2024-01-25T11:25:00,16832.75,16757.75,2024-01-25T14:34:00,16857.15,STOP_LOSS,-24.4,189.0,2024-01-25,2024-01-25,11:25,14:34
50,BUY,res1,2024-01-25T14:34:00,16850.15,16925.15,2024-01-25T16:30:00,16911.75,FORCE_EXIT,61.6,116.0,2024-01-25,2024-01-25,14:34,16:30
51,SELL,sup1,2024-01-26T09:20:00,16856.25,16781.25,2024-01-26T10:15:00,16888.15,STOP_LOSS,-31.9,55.0,2024-01-26,2024-01-26,09:20,10:15
