trade_id,signal_type,zone_name,entry_time,entry_price,target_price,exit_time,exit_price,exit_type,pnl,hold_duration,entry_date,exit_date,entry_hour,exit_hour
204,SELL,res1,2024-07-25T14:26:00,18154.65,18029.65,2024-07-25T14:47:00,18197.15,STOP_LOSS,-42.5,21.0,2024-07-25,2024-07-25,14:26,14:47
205,BUY,res1,2024-07-25T14:47:00,18193.15,18318.15,2024-07-25T16:13:00,18167.15,STOP_LOSS,-26.0,86.0,2024-07-25,2024-07-25,14:47,16:13
206,BUY,res1,2024-07-25T16:16:00,18192.15,18317.15,2024-07-25T16:30:00,18250.15,FORCE_EXIT,58.0,14.0,2024-07-25,2024-07-25,16:16,16:30
207,SELL,res1,2024-07-29T12:50:00,18485.45,18360.45,2024-07-29T16:14:00,18359.45,TARGET,126.0,204.0,2024-07-29,2024-07-29,12:50,16:14
208,SELL,sup1,2024-07-29T16:20:00,18360.45,18185.45,2024-07-29T16:30:00,18327.95,FORCE_EXIT,32.5,10.0,2024-07-29,2024-07-29,16:20,16:30
209,SELL,res1,2024-07-31T11:29:00,18467.05,18342.05,2024-07-31T12:10:00,18501.55,STOP_LOSS,-34.5,41.0,2024-07-31,2024-07-31,11:29,12:10
210,SELL,sup1,2024-07-31T15:45:00,18443.55,18318.55,2024-07-31T16:15:00,18499.55,STOP_LOSS,-56.0,30.0,2024-07-31,2024-07-31,15:45,16:15
211,BUY,sup1,2024-07-31T16:15:00,18484.55,18609.55,2024-07-31T16:30:00,18492.05,FORCE_EXIT,7.5,15.0,2024-07-31,2024-07-31,16:15,16:30
212,SELL,sup1,2024-08-01T16:16:00,18188.65,18063.65,2024-08-01T16:30:00,18163.65,FORCE_EXIT,25.0,14.0,2024-08-01,2024-08-01,16:16,16:30
213,SELL,sup1,2024-08-02T15:31:00,17722.25,17597.25,2024-08-02T16:30:00,17712.75,FORCE_EXIT,9.5,59.0,2024-08-02,2024-08-02,15:31,16:30
214,SELL,sup1,2024-08-05T14:21:00,17073.4,16948.4,2024-08-05T15:06:00,17145.9,STOP_LOSS,-72.5,45.0,2024-08-05,2024-08-05,14:21,15:06
215,BUY,sup1,2024-08-05T16:00:00,17213.9,17338.9,2024-08-05T16:30:00,17241.4,FORCE_EXIT,27.5,30.0,2024-08-05,2024-08-05,16:00,16:30
216,BUY,sup1,2024-08-06T15:52:00,17304.05,17429.05,2024-08-06T16:30:00,17296.05,FORCE_EXIT,-8.0,38.0,2024-08-06,2024-08-06,15:52,16:30
217,BUY,res1,2024-08-07T09:00:00,17427.1,17552.1,2024-08-07T11:01:00,17553.05,TARGET,125.95,121.0,2024-08-07,2024-08-07,09:00,11:01
218,BUY,res1,2024-08-07T15:38:00,17595.05,17770.05,2024-08-07T16:30:00,17597.05,FORCE_EXIT,2.0,52.0,2024-08-07,2024-08-07,15:38,16:30
219,SELL,sup1,2024-08-08T09:17:00,17484.15,17359.15,2024-08-08T14:30:00,17554.65,STOP_LOSS,-70.5,313.0,2024-08-08,2024-08-08,09:17,14:30
220,BUY,res1,2024-08-08T14:30:00,17493.15,17618.15,2024-08-08T15:18:00,17610.15,TARGET,117.0,48.0,2024-08-08,2024-08-08,14:30,15:18
221,BUY,res1,2024-08-12T09:45:00,17788.95,17913.95,2024-08-12T10:36:00,17756.45,STOP_LOSS,-32.5,51.0,2024-08-12,2024-08-12,09:45,10:36
222,SELL,res1,2024-08-12T10:46:00,17741.45,17616.45,2024-08-12T16:30:00,17709.45,FORCE_EXIT,32.0,344.0,2024-08-12,2024-08-12,10:46,16:30
223,BUY,sup1,2024-08-13T09:00:00,17789.0,17914.0,2024-08-13T12:00:00,17724.55,STOP_LOSS,-64.45,180.0,2024-08-13,2024-08-13,09:00,12:00
224,SELL,res1,2024-08-13T12:00:00,17740.55,17615.55,2024-08-13T16:30:00,17743.05,FORCE_EXIT,-2.5,270.0,2024-08-13,2024-08-13,12:00,16:30
225,BUY,sup1,2024-08-14T09:00:00,17867.6,17992.6,2024-08-14T16:30:00,17847.65,FORCE_EXIT,-19.95,450.0,2024-08-14,2024-08-14,09:00,16:30
226,BUY,res1,2024-08-15T14:45:00,18066.65,18191.65,2024-08-15T16:30:00,18176.65,FORCE_EXIT,110.0,105.0,2024-08-15,2024-08-15,14:45,16:30
227,SELL,res1,2024-08-19T09:18:00,18297.45,18172.45,2024-08-19T11:50:00,18338.95,STOP_LOSS,-41.5,152.0,2024-08-19,2024-08-19,09:18,11:50
228,BUY,res1,2024-08-19T11:51:00,18339.95,18464.95,2024-08-19T16:30:00,18429.45,FORCE_EXIT,89.5,279.0,2024-08-19,2024-08-19,11:51,16:30
229,BUY,res1,2024-08-21T11:12:00,18420.65,18545.65,2024-08-21T16:30:00,18425.65,FORCE_EXIT,5.0,318.0,2024-08-21,2024-08-21,11:12,16:30
230,BUY,res1,2024-08-22T15:41:00,18529.65,18654.65,2024-08-22T15:52:00,18513.15,STOP_LOSS,-16.5,11.0,2024-08-22,2024-08-22,15:41,15:52
231,SELL,res1,2024-08-22T16:15:00,18506.15,18381.15,2024-08-22T16:30:00,18505.15,FORCE_EXIT,1.0,15.0,2024-08-22,2024-08-22,16:15,16:30
232,BUY,res1,2024-08-23T10:17:00,18543.25,18668.25,2024-08-23T16:13:00,18670.75,TARGET,127.5,356.0,2024-08-23,2024-08-23,10:17,16:13
233,SELL,res1,2024-08-26T11:17:00,18580.95,18455.95,2024-08-26T16:30:00,18638.45,FORCE_EXIT,-57.5,313.0,2024-08-26,2024-08-26,11:17,16:30
234,BUY,res1,2024-08-27T10:05:00,18669.05,18794.05,2024-08-27T16:30:00,18722.05,FORCE_EXIT,53.0,385.0,2024-08-27,2024-08-27,10:05,16:30
235,SELL,sup1,2024-08-29T15:50:00,18879.65,18754.65,2024-08-29T16:12:00,18905.65,STOP_LOSS,-26.0,22.0,2024-08-29,2024-08-29,15:50,16:12
236,BUY,sup1,2024-08-29T16:16:00,18903.65,19028.65,2024-08-29T16:30:00,18905.15,FORCE_EXIT,1.5,14.0,2024-08-29,2024-08-29,16:16,16:30
237,BUY,sup1,2024-08-30T09:15:00,18900.25,19025.25,2024-08-30T16:30:00,18945.75,FORCE_EXIT,45.5,435.0,2024-08-30,2024-08-30,09:15,16:30
238,SELL,sup1,2024-09-02T09:30:00,18812.95,18687.95,2024-09-02T10:18:00,18874.95,STOP_LOSS,-62.0,48.0,2024-09-02,2024-09-02,09:30,10:18
239,BUY,sup1,2024-09-02T10:23:00,18879.45,19004.45,2024-09-02T16:30:00,18925.45,FORCE_EXIT,46.0,367.0,2024-09-02,2024-09-02,10:23,16:30
240,SELL,res1,2024-09-03T10:30:00,18917.05,18792.05,2024-09-03T15:50:00,18790.55,TARGET,126.5,320.0,2024-09-03,2024-09-03,10:30,15:50
241,SELL,res1,2024-09-04T16:00:00,18605.65,18480.65,2024-09-04T16:30:00,18607.15,FORCE_EXIT,-1.5,30.0,2024-09-04,2024-09-04,16:00,16:30
242,SELL,res1,2024-09-05T10:17:00,18623.15,18498.15,2024-09-05T16:01:00,18654.65,STOP_LOSS,-31.5,344.0,2024-09-05,2024-09-05,10:17,16:01
243,BUY,res1,2024-09-05T16:01:00,18650.15,18775.15,2024-09-05T16:30:00,18668.65,FORCE_EXIT,18.5,29.0,2024-09-05,2024-09-05,16:01,16:30
244,SELL,sup1,2024-09-09T10:16:00,18396.05,18271.05,2024-09-09T11:15:00,18442.55,STOP_LOSS,-46.5,59.0,2024-09-09,2024-09-09,10:16,11:15
245,BUY,sup1,2024-09-09T11:15:00,18435.55,18560.55,2024-09-09T12:25:00,18413.05,STOP_LOSS,-22.5,70.0,2024-09-09,2024-09-09,11:15,12:25
246,BUY,sup1,2024-09-09T14:54:00,18400.05,18525.05,2024-09-09T16:30:00,18431.05,FORCE_EXIT,31.0,96.0,2024-09-09,2024-09-09,14:54,16:30
247,BUY,res1,2024-09-10T09:31:00,18458.15,18583.15,2024-09-10T10:48:00,18422.65,STOP_LOSS,-35.5,77.0,2024-09-10,2024-09-10,09:31,10:48
248,SELL,res1,2024-09-10T11:00:00,18412.15,18287.15,2024-09-10T11:50:00,18446.65,STOP_LOSS,-34.5,50.0,2024-09-10,2024-09-10,11:00,11:50
249,BUY,res1,2024-09-10T11:50:00,18443.15,18568.15,2024-09-10T12:11:00,18420.65,STOP_LOSS,-22.5,21.0,2024-09-10,2024-09-10,11:50,12:11
250,SELL,res1,2024-09-10T12:15:00,18410.65,18285.65,2024-09-10T12:34:00,18446.15,STOP_LOSS,-35.5,19.0,2024-09-10,2024-09-10,12:15,12:34
251,BUY,res1,2024-09-10T12:34:00,18442.15,18567.15,2024-09-10T12:51:00,18405.65,STOP_LOSS,-36.5,17.0,2024-09-10,2024-09-10,12:34,12:51
252,SELL,sup1,2024-09-10T15:15:00,18321.65,18196.65,2024-09-10T16:30:00,18274.65,FORCE_EXIT,47.0,75.0,2024-09-10,2024-09-10,15:15,16:30
253,SELL,sup1,2024-09-11T09:43:00,18344.15,18219.15,2024-09-11T14:56:00,18389.65,STOP_LOSS,-45.5,313.0,2024-09-11,2024-09-11,09:43,14:56
254,BUY,res1,2024-09-11T14:56:00,18379.65,18504.65,2024-09-11T15:52:00,18335.65,STOP_LOSS,-44.0,56.0,2024-09-11,2024-09-11,14:56,15:52
255,SELL,res1,2024-09-11T16:00:00,18324.65,18199.65,2024-09-11T16:30:00,18228.65,FORCE_EXIT,96.0,30.0,2024-09-11,2024-09-11,16:00,16:30
256,SELL,res1,2024-09-12T14:16:00,18561.75,18436.75,2024-09-12T15:29:00,18423.25,TARGET,138.5,73.0,2024-09-12,2024-09-12,14:16,15:29
257,BUY,res1,2024-09-13T09:16:00,18576.75,18701.75,2024-09-13T16:20:00,18701.75,TARGET,125.0,424.0,2024-09-13,2024-09-13,09:16,16:20
258,BUY,res1,2024-09-16T10:04:00,18658.65,18783.65,2024-09-16T15:36:00,18617.65,STOP_LOSS,-41.0,332.0,2024-09-16,2024-09-16,10:04,15:36
259,SELL,res1,2024-09-16T15:36:00,18629.15,18504.15,2024-09-16T16:30:00,18642.15,FORCE_EXIT,-13.0,54.0,2024-09-16,2024-09-16,15:36,16:30
260,BUY,sup1,2024-09-17T16:21:00,18758.15,18883.15,2024-09-17T16:30:00,18761.15,FORCE_EXIT,3.0,9.0,2024-09-17,2024-09-17,16:21,16:30
261,SELL,sup1,2024-09-18T10:30:00,18704.15,18579.15,2024-09-18T15:26:00,18762.15,STOP_LOSS,-58.0,296.0,2024-09-18,2024-09-18,10:30,15:26
262,BUY,sup1,2024-09-18T15:26:00,18758.15,18883.15,2024-09-18T15:52:00,18724.65,STOP_LOSS,-33.5,26.0,2024-09-18,2024-09-18,15:26,15:52
263,SELL,res1,2024-09-20T09:00:00,18910.0,18785.0,2024-09-20T15:40:00,18784.05,TARGET,125.95,400.0,2024-09-20,2024-09-20,09:00,15:40
264,SELL,sup1,2024-09-20T15:58:00,18752.05,18577.05,2024-09-20T16:30:00,18763.05,FORCE_EXIT,-11.0,32.0,2024-09-20,2024-09-20,15:58,16:30
265,SELL,sup1,2024-09-23T10:18:00,18770.25,18645.25,2024-09-23T13:57:00,18829.75,STOP_LOSS,-59.5,219.0,2024-09-23,2024-09-23,10:18,13:57
266,SELL,res1,2024-09-24T13:00:00,18981.65,18856.65,2024-09-24T16:30:00,18928.65,FORCE_EXIT,53.0,210.0,2024-09-24,2024-09-24,13:00,16:30
267,SELL,res1,2024-09-25T12:45:00,18907.55,18782.55,2024-09-25T13:15:00,18945.55,STOP_LOSS,-38.0,30.0,2024-09-25,2024-09-25,12:45,13:15
268,BUY,res1,2024-09-25T13:15:00,18940.55,19065.55,2024-09-25T15:31:00,18908.55,STOP_LOSS,-32.0,136.0,2024-09-25,2024-09-25,13:15,15:31
269,SELL,res1,2024-09-25T15:49:00,18896.55,18771.55,2024-09-25T16:30:00,18898.55,FORCE_EXIT,-2.0,41.0,2024-09-25,2024-09-25,15:49,16:30
270,BUY,res1,2024-09-26T14:42:00,19167.95,19292.95,2024-09-26T16:30:00,19204.45,FORCE_EXIT,36.5,108.0,2024-09-26,2024-09-26,14:42,16:30
271,BUY,res1,2024-10-01T09:48:00,19407.95,19532.95,2024-10-01T10:05:00,19384.95,STOP_LOSS,-23.0,17.0,2024-10-01,2024-10-01,09:48,10:05
272,SELL,res1,2024-10-01T10:24:00,19371.45,19246.45,2024-10-01T13:04:00,19412.95,STOP_LOSS,-41.5,160.0,2024-10-01,2024-10-01,10:24,13:04
