trade_id,signal_type,zone_name,entry_time,entry_price,target_price,exit_time,exit_price,exit_type,pnl,hold_duration,entry_date,exit_date,entry_hour,exit_hour
406,SELL,res1,2024-07-19 16:05:00,18198.75,18123.75,2024-07-19 16:30:00,18187.75,FORCE_EXIT,11.0,25.0,2024-07-19,2024-07-19,16:05,16:30
407,BUY,res1,2024-07-22 09:28:00,18250.95,18325.95,2024-07-22 09:30:00,18227.95,STOP_LOSS,-23.0,2.0,2024-07-22,2024-07-22,09:28,09:30
408,BUY,res1,2024-07-22 09:41:00,18251.95,18326.95,2024-07-22 10:24:00,18326.95,TARGET,75.0,43.0,2024-07-22,2024-07-22,09:41,10:24
409,SELL,res1,2024-07-22 14:23:00,18414.95,18339.95,2024-07-22 14:28:00,18429.95,STOP_LOSS,-15.0,5.0,2024-07-22,2024-07-22,14:23,14:28
410,BUY,res1,2024-07-22 14:29:00,18430.95,18505.95,2024-07-22 15:57:00,18407.95,STOP_LOSS,-23.0,88.0,2024-07-22,2024-07-22,14:29,15:57
411,SELL,res1,2024-07-22 15:58:00,18407.45,18332.45,2024-07-22 16:30:00,18405.45,FORCE_EXIT,2.0,32.0,2024-07-22,2024-07-22,15:58,16:30
412,BUY,sup1,2024-07-23 09:01:00,18522.0,18597.0,2024-07-23 12:27:00,18596.05,TARGET,74.04999999999927,206.0,2024-07-23,2024-07-23,09:01,12:27
413,BUY,sup1,2024-07-23 16:20:00,18523.05,18598.05,2024-07-23 16:30:00,18530.55,FORCE_EXIT,7.5,10.0,2024-07-23,2024-07-23,16:20,16:30
414,BUY,res1,2024-07-24 11:58:00,18412.05,18487.05,2024-07-24 14:44:00,18397.05,STOP_LOSS,-15.0,166.0,2024-07-24,2024-07-24,11:58,14:44
415,SELL,sup1,2024-07-24 14:45:00,18396.55,18321.55,2024-07-24 16:27:00,18432.55,STOP_LOSS,-36.0,102.0,2024-07-24,2024-07-24,14:45,16:27
416,BUY,res1,2024-07-24 16:28:00,18432.05,18507.05,2024-07-24 16:30:00,18434.05,FORCE_EXIT,2.0,2.0,2024-07-24,2024-07-24,16:28,16:30
417,BUY,sup1,2024-07-25 13:00:00,18132.15,18207.15,2024-07-25 15:26:00,18206.65,TARGET,74.5,146.0,2024-07-25,2024-07-25,13:00,15:26
418,BUY,sup1,2024-07-25 16:17:00,18210.15,18285.15,2024-07-25 16:30:00,18250.15,FORCE_EXIT,40.0,13.0,2024-07-25,2024-07-25,16:17,16:30
419,SELL,res1,2024-07-26 12:20:00,18326.25,18251.25,2024-07-26 12:49:00,18353.25,STOP_LOSS,-27.0,29.0,2024-07-26,2024-07-26,12:20,12:49
420,BUY,res1,2024-07-26 12:50:00,18352.25,18427.25,2024-07-26 13:22:00,18332.25,STOP_LOSS,-20.0,32.0,2024-07-26,2024-07-26,12:50,13:22
421,SELL,res1,2024-07-26 13:26:00,18324.75,18249.75,2024-07-26 13:35:00,18356.25,STOP_LOSS,-31.5,9.0,2024-07-26,2024-07-26,13:26,13:35
422,BUY,res1,2024-07-26 13:36:00,18356.75,18431.75,2024-07-26 15:30:00,18331.75,STOP_LOSS,-25.0,114.0,2024-07-26,2024-07-26,13:36,15:30
423,SELL,res1,2024-07-26 16:15:00,18349.25,18274.25,2024-07-26 16:26:00,18388.25,STOP_LOSS,-39.0,11.0,2024-07-26,2024-07-26,16:15,16:26
