trade_id,signal_type,zone_name,entry_time,entry_price,target_price,exit_time,exit_price,exit_type,pnl,hold_duration
617,BUY,res1,2025-10-28T14:25:00,24331.05,24406.05,2025-10-28T14:35:00,24304.15,STOP_LOSS,-26.899999999997817,10.0
618,BUY,sup1,2025-10-28T15:00:00,24279.35,24354.35,2025-10-29T09:00:00,24238.85,STOP_LOSS,-40.5,1080.0
619,BUY,sup1,2025-10-29T09:15:00,24284.65,24359.65,2025-10-29T09:40:00,24247.45,STOP_LOSS,-37.20000000000073,25.0
620,BUY,sup1,2025-10-29T09:45:00,24261.05,24336.05,2025-10-29T14:30:00,24212.05,STOP_LOSS,-49.0,285.0
621,BUY,sup1,2025-10-30T10:30:00,24103.25,24178.25,2025-10-30T11:40:00,24060.75,STOP_LOSS,-42.5,70.0
622,BUY,sup1,2025-10-30T12:15:00,24091.95,24166.95,2025-10-30T12:50:00,24066.45,STOP_LOSS,-25.5,35.0
623,BUY,sup1,2025-10-30T13:00:00,24068.85,24143.85,2025-10-30T14:25:00,24036.15,STOP_LOSS,-32.69999999999709,85.0
624,BUY,res1,2025-10-30T15:30:00,24113.65,24188.65,2025-10-31T09:05:00,24083.95,STOP_LOSS,-29.700000000000728,1055.0
625,BUY,res1,2025-10-31T12:40:00,24056.65,24131.65,2025-10-31T13:45:00,24008.45,STOP_LOSS,-48.20000000000073,65.0
626,BUY,sup1,2025-11-03T15:20:00,24175.45,24250.45,2025-11-03T15:40:00,24145.25,STOP_LOSS,-30.200000000000728,20.0
627,BUY,sup1,2025-11-04T10:00:00,23775.15,23850.15,2025-11-04T10:25:00,23689.85,STOP_LOSS,-85.30000000000291,25.0
628,BUY,res1,2025-11-04T12:30:00,23801.85,23876.85,2025-11-04T13:10:00,23768.05,STOP_LOSS,-33.79999999999927,40.0
629,BUY,res1,2025-11-04T14:35:00,23832.65,23907.65,2025-11-04T15:55:00,23912.55,TARGET,79.89999999999782,80.0
630,BUY,sup1,2025-11-05T11:35:00,23774.65,23849.65,2025-11-05T12:10:00,23734.75,STOP_LOSS,-39.900000000001455,35.0
631,BUY,sup1,2025-11-05T12:40:00,23782.75,23857.75,2025-11-05T13:40:00,23868.85,TARGET,86.09999999999854,60.0
632,BUY,sup1,2025-11-07T14:05:00,23486.15,23561.15,2025-11-07T16:15:00,23576.45,TARGET,90.29999999999927,130.0
633,BUY,res1,2025-11-10T12:50:00,24020.25,24095.25,2025-11-10T13:50:00,23990.15,STOP_LOSS,-30.099999999998545,60.0
634,BUY,sup1,2025-11-10T15:25:00,24010.25,24085.25,2025-11-10T15:50:00,23962.15,STOP_LOSS,-48.099999999998545,25.0
635,BUY,sup1,2025-11-10T16:15:00,23983.95,24058.95,2025-11-11T09:05:00,23973.95,STOP_LOSS,-10.0,1010.0
636,BUY,sup1,2025-11-11T09:30:00,23974.15,24049.15,2025-11-11T13:00:00,23947.65,STOP_LOSS,-26.5,210.0
637,BUY,res1,2025-11-11T14:50:00,24013.65,24088.65,2025-11-11T15:00:00,23993.35,STOP_LOSS,-20.30000000000291,10.0
638,BUY,res1,2025-11-11T15:25:00,24008.95,24083.95,2025-11-12T09:00:00,24239.05,TARGET,230.09999999999854,1055.0
639,BUY,res1,2025-11-12T11:00:00,24373.15,24448.15,2025-11-12T12:15:00,24349.75,STOP_LOSS,-23.400000000001455,75.0
640,BUY,sup1,2025-11-12T12:35:00,24349.95,24424.95,2025-11-12T13:50:00,24413.95,TARGET,64.0,75.0
641,BUY,sup1,2025-11-12T15:10:00,24362.65,24437.65,2025-11-12T16:05:00,24440.05,TARGET,77.39999999999782,55.0
642,BUY,sup1,2025-11-13T14:50:00,24229.85,24304.85,2025-11-13T15:40:00,24189.35,STOP_LOSS,-40.5,50.0
643,BUY,sup1,2025-11-14T15:20:00,23666.05,23741.05,2025-11-14T15:45:00,23751.05,TARGET,85.0,25.0
644,BUY,sup1,2025-11-17T12:50:00,23751.25,23826.25,2025-11-17T13:05:00,23710.95,STOP_LOSS,-40.29999999999927,15.0
645,BUY,sup1,2025-11-18T11:55:00,23297.15,23372.15,2025-11-18T13:05:00,23233.75,STOP_LOSS,-63.400000000001455,70.0
646,BUY,sup1,2025-11-19T10:45:00,23145.35,23220.35,2025-11-19T12:20:00,23232.15,TARGET,86.80000000000291,95.0
647,BUY,res1,2025-11-19T15:15:00,23269.25,23344.25,2025-11-19T16:10:00,23349.15,TARGET,79.90000000000146,55.0
648,BUY,sup1,2025-11-20T13:10:00,23334.25,23409.25,2025-11-20T14:05:00,23413.15,TARGET,78.90000000000146,55.0
649,BUY,res1,2025-11-20T16:00:00,23470.55,23545.55,2025-11-21T09:00:00,22960.85,STOP_LOSS,-509.7000000000007,1020.0
650,BUY,sup1,2025-11-21T11:35:00,22997.65,23072.65,2025-11-21T12:00:00,23086.25,TARGET,88.59999999999854,25.0
651,BUY,res1,2025-11-21T13:45:00,23155.45,23230.45,2025-11-21T14:50:00,23229.35,TARGET,73.89999999999782,65.0
652,BUY,sup1,2025-11-21T16:25:00,23130.55,23205.55,2025-11-24T09:00:00,23248.45,TARGET,117.90000000000146,3875.0
653,BUY,sup1,2025-11-24T13:10:00,23213.35,23288.35,2025-11-24T16:05:00,23308.05,TARGET,94.70000000000073,175.0
654,BUY,res1,2025-11-24T16:15:00,23301.45,23376.45,2025-11-25T09:00:00,23258.25,STOP_LOSS,-43.20000000000073,1005.0
655,BUY,sup1,2025-11-25T10:05:00,23227.15,23302.15,2025-11-25T10:30:00,23160.85,STOP_LOSS,-66.30000000000291,25.0
656,BUY,sup1,2025-11-25T11:40:00,23203.35,23278.35,2025-11-25T13:05:00,23269.15,TARGET,65.80000000000291,85.0
657,BUY,sup1,2025-11-25T16:30:00,23413.85,23488.85,2025-11-26T09:00:00,23586.15,TARGET,172.3000000000029,990.0
658,BUY,res1,2025-11-26T12:45:00,23567.55,23642.55,2025-11-26T13:05:00,23513.85,STOP_LOSS,-53.70000000000073,20.0
659,BUY,sup1,2025-11-26T13:40:00,23490.65,23565.65,2025-11-26T14:00:00,23565.15,TARGET,74.5,20.0
660,BUY,res1,2025-11-26T14:45:00,23598.55,23673.55,2025-11-27T09:00:00,23711.25,TARGET,112.70000000000073,1095.0
661,BUY,sup1,2025-11-27T12:45:00,23776.95,23851.95,2025-11-28T09:05:00,23738.25,STOP_LOSS,-38.70000000000073,1220.0
662,BUY,sup1,2025-11-28T10:30:00,23747.95,23822.95,2025-11-28T13:50:00,23823.35,TARGET,75.39999999999782,200.0
663,BUY,res1,2025-12-01T15:50:00,23584.85,23659.85,2025-12-02T09:15:00,23655.75,TARGET,70.90000000000146,1045.0
664,BUY,sup1,2025-12-02T13:45:00,23693.55,23768.55,2025-12-02T14:30:00,23669.85,STOP_LOSS,-23.700000000000728,45.0
665,BUY,sup1,2025-12-02T14:55:00,23695.75,23770.75,2025-12-03T09:00:00,23766.55,TARGET,70.79999999999927,1085.0
666,BUY,res1,2025-12-03T09:05:00,23793.55,23868.55,2025-12-03T11:50:00,23749.35,STOP_LOSS,-44.20000000000073,165.0
667,BUY,sup1,2025-12-03T13:10:00,23763.75,23838.75,2025-12-03T15:00:00,23719.85,STOP_LOSS,-43.900000000001455,110.0
668,BUY,res1,2025-12-04T12:25:00,23886.05,23961.05,2025-12-04T13:30:00,23863.95,STOP_LOSS,-22.099999999998545,65.0
669,BUY,res1,2025-12-04T14:10:00,23897.35,23972.35,2025-12-05T09:05:00,23971.65,TARGET,74.30000000000291,1135.0
670,BUY,res1,2025-12-05T12:40:00,24038.85,24113.85,2025-12-05T15:45:00,24101.45,TARGET,62.60000000000218,185.0
671,BUY,res1,2025-12-05T16:00:00,24111.05,24186.05,2025-12-08T09:00:00,24040.15,STOP_LOSS,-70.89999999999782,3900.0
672,BUY,sup1,2025-12-08T12:40:00,24085.55,24160.55,2025-12-09T09:20:00,24174.25,TARGET,88.70000000000073,1240.0
673,BUY,res1,2025-12-09T14:10:00,24145.25,24220.25,2025-12-09T14:35:00,24119.55,STOP_LOSS,-25.700000000000728,25.0
674,BUY,res1,2025-12-09T16:00:00,24154.45,24229.45,2025-12-10T09:00:00,24138.05,STOP_LOSS,-16.400000000001455,1020.0
675,BUY,sup1,2025-12-10T11:35:00,24047.85,24122.85,2025-12-11T10:25:00,24105.95,TARGET,58.10000000000218,1370.0
676,BUY,res1,2025-12-11T11:25:00,24123.85,24198.85,2025-12-11T14:25:00,24196.65,TARGET,72.80000000000291,180.0
677,BUY,sup1,2025-12-12T14:15:00,24338.05,24413.05,2025-12-12T15:40:00,24414.55,TARGET,76.5,85.0
678,BUY,sup1,2025-12-15T13:30:00,24263.85,24338.85,2025-12-15T16:00:00,24221.05,STOP_LOSS,-42.79999999999927,150.0
679,BUY,sup1,2025-12-17T14:30:00,24058.75,24133.75,2025-12-18T09:00:00,23952.35,STOP_LOSS,-106.40000000000146,1110.0
680,BUY,sup1,2025-12-18T09:45:00,23955.75,24030.75,2025-12-18T12:15:00,24031.95,TARGET,76.20000000000073,150.0
681,BUY,sup1,2025-12-18T13:30:00,24026.85,24101.85,2025-12-18T16:25:00,24110.15,TARGET,83.30000000000291,175.0
682,BUY,res1,2025-12-19T09:00:00,24200.6,24275.6,2025-12-19T15:55:00,24283.55,TARGET,82.95000000000073,415.0
683,BUY,sup1,2025-12-23T12:05:00,24322.25,24397.25,2025-12-23T12:20:00,24305.15,STOP_LOSS,-17.099999999998545,15.0
684,BUY,sup1,2025-12-23T15:15:00,24298.95,24373.95,2025-12-29T09:00:00,24379.05,TARGET,80.09999999999854,8265.0
685,BUY,sup1,2025-12-29T10:00:00,24267.25,24342.25,2025-12-29T12:35:00,24339.05,TARGET,71.79999999999927,155.0
686,BUY,sup1,2025-12-29T13:55:00,24311.15,24386.15,2025-12-30T10:10:00,24386.65,TARGET,75.5,1215.0
687,BUY,res1,2025-12-30T10:30:00,24375.55,24450.55,2025-12-30T12:45:00,24458.65,TARGET,83.10000000000218,135.0
